id,number,name,description,numCredits,departmentID,acronym
7532,,Supply Chain Planning and Control,"Supply chain planning and control is the process which synchronizes demand with manufacturing and distribution. This course will cover sales and operations planning with emphasis on forecasting, master scheduling, materials requirements planning, inventory management and demand planning. Linking business plans and information systems for integration and distribution channels are also covered.",,146,SCM 453
7533,,Decision Tools for Logistics and Operations Management,"Technical tools and skills required for problem solving and decision making in logistics and operations management. Transportation and network planning, inventory decision making, facility location planning, vehicle routing, scheduling, and production planning. Quantitative tools include linear and integer programming, non-linear programming, and simulation. Emphasis on the use of PC-based spreadsheet programs.",,146,SCM 460
7534,,Principles of Transportation,"Economic, operating, and service characteristics of the various modes of transportation, with a special emphasis on freight transportation. Factors that influence transport demand, costs, market structures, carrier pricing, and carrier operating and service characteristics and their influence on other supply chain costs and supply chain performance.",,146,SCM 461
7535,,Transportation Carrier Management,"Analysis of transport users' requirements. Carrier management problems involving ownership and mergers, routes, competition, labor, and other decision areas.",,146,SCM 462
7536,,International Transportation and Logistics,Logistics systems and legal framework for the international movement of goods. Operational characteristics of providers of exporting and importing services. The effects of government trade policies on global logistics.,,146,SCM 466
7537,,Demand Planning and Management,"Demand planning process which synchronizes demand with manufacturing and distribution. Addresses linking business plans and demand forecasts both horizontally and vertically within the organization and collaboratively among supply chain partners. Forecasting, customer relationship management, sales and operations planning, customer service, distribution channels, e-fulfillment, and information systems requirements.",,146,SCM 485
7538,,Principles of Purchasing and Supply Management,"Sourcing strategies, concepts, tools and dynamics in the context of the integrated supply chain. Make or buy decision, supplier evaluation and selection, global sourcing, the total cost of ownership, contracts and legal terms, negotiation, purchasing ethics, and information systems requirements.",,146,SCM 486
7539,,Strategic Supply Chain Management,"Capstone course in supply chain management. Integrating and applying the theories, concepts, and methods covered in the prerequisite courses through the use of readings, case studies, projects, and industry speakers.",,146,SCM 487
7540,,Independent Study,,,146,SCM 490
7541,,Supply Chain Management,"Introduction to supply chain management including aspects of operations, logistics and global supply chain strategy development. Topic areas include lean manufacturing and value stream mapping; supplier development and measurement; sustainable supply chain operations; process measurement, management and improvement; supply chain risk and uncertainty; visibility and integration in the supply chain; and inventory control.",,146,SCM 501
7542,,Decision Models for Supply Chain Management,"The application of decision models for supply chain management. Topics include business applications of decision theory, inventory theory, business forecasting, optimization models, transportation and network models, routing problems, and project management.",,146,SCM 520
7543,,Supply Chain Planning and Control Systems,"An integrated analysis of planning and control systems for supply chains. Master production scheduling, material requirements planning, enterprise resource planning, capacity planning, shop floor control, competitive analyses of modern supply chain systems, and implementation of information technologies related to these topics.",,146,SCM 522
7544,,Strategic Process Analysis and Improvement,"Analysis, management, and improvement of the business processes used to produce and deliver products and services that satisfy customer needs.  Process attributes that managers can control to influence the key operational performance measures of throughput time, inventory, cost, quality, and flexibility are discussed.  Topics such as theory of constraints, lean production, and six sigma are included.",,146,SCM 524
7545,,Strategic Logistics Management,"Positions logistics vis-a-vis supply chain management (SCM). Presents different perspectives on SCM vs. logistics. Describes primary logistics functions: transportation, warehousing, facility location, customer service, order processing, inventory management and packaging. Benefits of and obstacles to the integration of these functions.",,146,SCM 560
7546,,Transportation Management and Policy,"Analysis of contemporary issues and strategies in transportation management and policy. Emphasis on evaluation of the impacts of transportation policies, new technologies, and strategic carrier and shipper management practices on the freight transportation industry and logistics systems.",,146,SCM 561
7547,,Purchasing and Supply Management,"Mechanics, procedures and tools used in purchasing. Recruiting, selecting, developing and managing supply chain partners in order to achieve competitive advantage via superior supply chain management. Factors and information needs for making supply management decisions.",,146,SCM 563
7548,,Strategic Demand Planning,"Synchronizes demand  with manufacturing and distribution. Emphasis on the strategic advantages of linking business plans and demand forecasts, both vertically within the organization and collaboratively among supply chain partners.",,146,SCM 585
7549,,Special Topics,For students who wish to do individual research in a particular area of supply chain management.,,146,SCM 590
7550,,Theoretical Foundations of Supply Chain Management,"An overview of the development of supply chain management (SCM) theory, including review of seminal articles in logistics, operations, and purchasing management and theories from allied disciplines (e.g., economics, marketing, sociology, strategic management). Analysis of trends in SCM research topics and methodologies.  Identification of emerging and future areas for research and theory development.",,146,SCM 601
7551,,Seminar in Supply Chain Strategy,"Review of research literature on supply chain strategy, including the impact of technology, global economic and social factors, and intra- and inter-organizational integration on supply chain strategy formation.  The role of SCM in overall corporate strategy and the impact of SCM on firm performance will also be addressed.",,146,SCM 602
7552,,Seminar in Purchasing,Review of classic purchasing theories.  Discussion of contemporary supply management strategy; the role of supply management and its relationship with other functional areas; its impact on logistics and transportation issues; management of supply uncertainties.,,146,SCM 603
7553,,Seminar in Logistics Management,"Integration of network, economic, and systems theory in the design, management, and control of logistics systems in the context of integrated supply chain management.  Functional areas addressed include transportation, inventory order fulfillment, distribution, and warehousing.  Facility location analysis will also be covered.",,146,SCM 604
7554,,Seminar in Operations Management,"Review of the research literature on methods of organizing, planning, controlling, and improving manufacturing systems to achieve the desired performance objectives related to cost, quality, speed, and flexibility. The relationship between the performance of the manufacturing system and the performance of the supply chain system will also be discussed.",,146,SCM 605
7555,,Research Practicum I,Preparation of a research manuscript to be submitted to a peer-reviewed academic journal. Students will work with a faculty mentor on a research project.,,146,SCM 650
7556,,Research Practicum II,"Preparation of a second research manuscript to be submitted to a peer-reviewed academic journal. Although students work under the supervision of a faculty mentor, the students will take independent responsibility for the research project.",,146,SCM 651
7557,,Dissertation,Research.,,146,SCM 699
7558,,Agroecosystems Analysis,"Experiential, interdisciplinary examination of Midwestern agricultural and food systems, emphasizing field visits, with some classroom activities. Focus on understanding multiple elements, perspectives (agronomic, economic, ecological, social, etc), and scales of operation.",,147,SUSAG 509
7559,,Integrated Crop and Livestock Production Systems,"Methods to maintain productivity and minimize the negative ecological effects of agricultural systems by understanding nutrient cycles, managing manure and crop residue, and utilizing multispecies interactions. Crop and livestock production within landscapes and watersheds is also considered. Course includes a significant field component, with student teams analyzing Iowa farms.",,147,SUSAG 515
7560,,Ecologically Based Pest Management Strategies,"Durable, least-toxic strategies for managing weeds, pathogens, and insect pests, with emphasis on underlying ecological processes.",,147,SUSAG 530
7561,,Strategies for Diversified Food and Farming Systems,Project-focused engagement in food and farming systems using tools and perspectives drawn from multiple disciplines. Includes a field component.,,147,SUSAG 546
7562,,Agroforestry Systems,"Concepts of sustainable land use, agroecological dynamics, and component interactions of agroforestry systems. Agroforestry systems in temperate and tropical regions. Design and evaluation techniques for agroforestry systems. Ecological, socioeconomic and political aspects of agroforestry.",,147,SUSAG 571
7563,,Organic Agricultural Theory and Practice,Understanding of the historical origins and ecological theories underpinning the practices involved in organic agriculture. Interdisciplinary examination of crop and livestock production and socio-economic processes and policies in organic agriculture from researcher and producer perspectives.,,147,SUSAG 584
7564,,Special Topics,For students wishing to conduct in-depth study of a particular topic in sustainable agriculture.,,147,SUSAG 590
7565,,Creative Component,Pre-enrollment contract required. For MS students pursuing the non-thesis degree option. Final product is a creative component.,,147,SUSAG 599
7566,,Sustainable Agriculture Colloquium,Weekly seminar for graduate students in the Sustainable Agriculture program.,,147,SUSAG 600
7567,,Foundations of Sustainable Agriculture,"Historical, biophysical, socioeconomic, and ethical dimensions of agricultural sustainability. Strategies for evaluating existing and emerging agricultural systems in terms of the core concepts of sustainability and their theoretical contexts.",,147,SUSAG 610
7568,,Research,MS and PhD thesis and dissertation research.,,147,SUSAG 699
7569,,Sustainable Design Studio I,"Addressing sustainable design at multiple scales of constructed and natural systems and artifacts, this studio engages multidisciplinary graduate students in a team-oriented, project-based learning environment.  Faculty-directed projects will include theoretical investigations and applications of an interdisciplinary design process through brief readings and discussions.",,148,SUS E 501
7570,,Sustainable Design Studio II,"This advanced studio provides a community-based context for an interdisciplinary design team to work on a variety of faculty-directed projects including funded, basic, and applied research.  Coursework addresses sustainable design at multiple scales, engaging both systems and artifacts.  Field trips.",,148,SUS E 502
7571,,Sustainable Design Colloquium I,"Study and discuss practices of sustainable design and design research.  Investigate responsibilities, roles, technologies and methods for studying and advancing the art and science of designing sustainable environments.",,148,SUS E 511
7572,,Sustainable Design Colloquium II,"A graduate student-led seminar designed to foster the knowledge and skills to support innovation, entrepreneurship, and leadership in the field of sustainable design.  Invitation of outside speakers.",,148,SUS E 512
7573,,Foundation of Sustainable Design,"Introduction to the broad frameworks and tools for implementing sustainability among a variety of environments, industries, and enterprises.  Investigates the role and opportunity for sustainable design strategies.",,148,SUS E 521
7574,,Human Dimensions of Sustainability,"This seminar provides students from multiple disciplines with a grounding in designers' interactions with clients, consumers, communities, cultures, and biospheres.  Through a review of literature and the production of new case studies in sustainable design, students discover and represent conditions in which products of design operate across scales, markets, social conditions, geographic domains, academic disciplines, and zones of professional responsibility.",,148,SUS E 531
7575,,Global Sustainability,"An introduction to the key global issues in sustainability. Focuses on interconnected roles of energy, materials, human resources, economics, and technology in building and maintaining sustainable systems. Applications discussed will include challenges in both the developed and developing world and will examine the role of technology in a resource-constrained world.   Cannot be used for technical elective credit in any engineering department.",,149,T SC 220
7576,,"Technology: International, Social, and Human Issues",An interdisciplinary study of the international significance of technology and of the societal and human issues attending its development and adoption.,,149,T SC 341
7577,,World Food Issues: Past and Present,"Issues in the agricultural and food systems of the developed and developing world. Emphasis on economic, social, historical, ethical and environmental contexts. Causes and consequences of overnutrition/undernutrition, poverty, hunger and access/distribution. Explorations of current issues and ideas for the future. Team projects.",,149,T SC 342
7578,,"World Food Issues: Past and Present, Honors","Issues in the agricultural and food systems of the developed and developing world. Emphasis on economic, social, historical, ethical and environmental contexts. Causes and consequences of overnutrition/undernutrition, poverty, hunger and access/distribution. Explorations of current issues and ideas for the future. Team projects.",,149,T SC 342H
7579,,Philosophy of Technology,"Moral and other philosophical problems related to developments in technology.  Topics may include conditions under which technological innovations contribute to human emancipation, relationship of technology and democracy, utility and limits of technical rationality, and problems of ensuring that benefits of technological advance are communally shared. Topics discussed with reference to such issues as contemporary developments in microelectronics, technology transfer to the Third World, etc.",,149,T SC 343
7580,,Communication Technology and Social Change,"Examination of historical and current communication technologies, including how they shape and are shaped by the cultural and social practices into which they are introduced.",,149,T SC 474
7581,,Independent Study,,,149,T SC 490
7582,,Seminar in Social Change and Development,Seminar in social change and development.,,149,T SC 543
7583,,Seminar in Social Change and Development: Sociology of Adoption and Diffusion,,,149,T SC 543B
7584,,"Seminar in Social Change and Development: Technological Innovation, Social Change and Development",,,149,T SC 543C
7585,,Communication Technologies and Social Change,"Personal, organizational, and social implications of the use of communication technologies. Includes theories and empirical research across the continuum of perspectives, from techno-utopianism through an anti-technology stance.",,149,T SC 574
7586,,Special Topics: Technology and Social Change,Individual study of topics concerning global and local implications of technological change.,,149,T SC 590
7587,,Introduction to Technology,"Team-oriented introduction to agricultural systems technology and industrial technology. Internships, careers, competencies, academic success strategies, industry visits, transition to academic life.",,150,TSM 110
7588,,Experiencing Technology,"Laboratory-based, team-oriented experiences in a spectrum of topics common to the practice of technology. Report writing, internships, competencies, industry visits.",,150,TSM 111
7589,,Solving Technology Problems,"Solving technology problems and presenting solutions through data analysis and technical report writing. Problem solving cycle, unit conversion, unit factor method, SI units, significant digits, graphing, curve fitting and computer programming. Use of modern hardware and software tools for applied data-driven problem solving.",,150,TSM 115
7590,,Introduction to Design in Technology,"Use of  parametric solid modeling software to model, and document, parts and assemblies. Includes national and international standards for documentation, design projects, and teamwork. Free-hand sketching techniques will be covered.",,150,TSM 116
7591,,Preparing for Workplace Seminar,"8 week course. Professionalism in the context of the engineering/technical workplace. Development and demonstration of key workplace competencies: teamwork, initiative, communication, and engineering/technical knowledge. Resumes; Cover Letters; Behavioral Based Interviewing; Industry Speakers; Preparation for internships experiences.",,150,TSM 201
7592,,Fundamentals of Technology,"Introduction to problem solving related to fundamental agricultural and/or industrial technology systems and mathematical tools needed for data analysis. Basic laws of energy, force, and mass applied to technology systems such as: mechanical power transmission; heating, ventilation and air conditioning; electrical circuits. Introduction to engineering economics: using the time value of money to make economic decisions.",,150,TSM 210
7593,,"Advanced Technical Graphics, Interpretation, and CAD","Advanced computer-aided-design topics incorporating 3D design and documentation used in manufacturing settings. Topics include: geometric dimensioning and tolerancing, weldments, sheet metal parts, advanced visualization, feature based design of parts and assemblies.",,150,TSM 216
7594,,Introduction to Manufacturing Processes,"A study of selected materials and related processes used in manufacturing. Lecture and laboratory activities focus on materials, properties, and processes. This includes plastics and metals.",,150,TSM 240
7595,,Principles of Injury Prevention,"Basic foundations of injury causation and prevention in home, motor vehicle, public, and work environments.",,150,TSM 270
7596,,Total Quality Improvement,"Introduction to the fundamental concepts of TQM - Deming style of management, statistical studies to understand the behavior of products, processes, or services, and how to define and document processes and customer focus.  Introduction to continuous improvement tools and methods -  emphasis on team work and problem solving skills.",,150,TSM 310
7597,,Preservation of Grain Quality,Principles and management for grain quality preservation. Quality measurement. Drying and storage. Fans and airflow through grain. Handling methods.,,150,TSM 322
7598,,Preservation of Grain Quality Laboratory,Hands-on experiences in the principles and management for grain quality preservation. Quality measurement. Drying and storage. Fans and airflow through grain. Handling methods. System planning. Industry tour.,,150,TSM 322L
7599,,Soil and Water Conservation Management,"Introduction to engineering and conservation principles applied to the planning of erosion control systems, water control structures, water quality management, and drainage and irrigation  systems.",,150,TSM 324
7600,,Biorenewable Systems,"Converting biorenewable resources into bioenergy and biobased products. Biorenewable concepts as they relate to drivers of change, feedstock production, processes, products, co-products, economics, and transportation/logistics.",,150,TSM 325
7601,,Animal Production Systems,"Confined animal feeding operations. Environmental controls for animal production. Response of animals to the environment. Heat and moisture balance in animal housing. Ventilation, water, feed handling, air pollution, odor and waste management systems.",,150,TSM 327
7602,,Agricultural Machinery and Power Management,"Selection, sizing, and operational principles of tractors and machinery systems. Cost analysis and computer techniques applied to planning and management of agricultural machine systems. Principles, operation, and application of agricultural machinery.",,150,TSM 330
7603,,Precision Farming Systems,Geographic information systems (GIS) and global positioning systems (GPS). Hardware systems for precision farming emphasized. Autosteering and automatic implement control systems. Collection and management of yield data. Sampling strategies for precision farming. Introduction to building fertilizer prescriptions and recommendations. Economic benefits of precision farming systems.,,150,TSM 333
7604,,Tractor Power,"Theory and construction of tractor engines, mechanical power trains and hydraulic systems. Introduction to traction, chassis mechanics, and hydraulic power.",,150,TSM 335
7605,,Fluid Power Systems Technology,"Fundamental fluid power principles. Fluid properties. Function and performance of components such as pumps, valves, actuators, hydrostatic transmission. Analysis of fluid power circuits and systems. Introduction to electrohydraulics. Course includes lab using fluid power trainers.",,150,TSM 337
7606,,Advanced Automated Manufacturing Processes,"NC programming operations for CNC mills and lathes. Transfer of parts descriptions into detailed process plans, tool selection, and NC codes. Computer assisted CAD/CAM NC programming for 2D/3D machining and machining of student programmed NC code in lab.",,150,TSM 340
7607,,Electric Power and Electronics for Agriculture and Industry,"Basic electricity. Electrical safety, wiring, 3-phase service, controls, and motors for agricultural and industrial applications. Planning building lighting and electrical systems. Electronics to sense, monitor, and control mechanical processes.",,150,TSM 363
7608,,Occupational Safety,Identifies safety and health risks in industrial work environments. Focus on how managers and supervisors meet their responsibilities for providing a safe workplace for their employees. Includes the identification and remediation of workplace hazards.,,150,TSM 370
7609,,Occupational Safety Management,Introduction to occupational safety and health administration and management. Focus on development and management of safety programs and obtaining employee involvement in occupational safety programs.,,150,TSM 371
7610,,Legal Aspects of Occupational Safety and Health,"A review of the common legal issues facing safety practitioners in the workplace.  Includes OSHA, EPA and DOT regulations; workers' compensation, as well as common liability issues.",,150,TSM 372
7611,,Fire Protection and Prevention,"An overview of the current problems and technology in the fields of fire protection and fire prevention, with emphasis on industrial needs, focusing on the individual with industrial safety responsibilities.",,150,TSM 376
7612,,Topics in Technology,Offered as demand warrants. Web-based instruction.,,150,TSM 393
7613,,Topics in Technology: Agriculture and Biosystems Management,Offered as demand warrants. Web-based instruction.,,150,TSM 393A
7614,,Topics in Technology: Machine Systems,Offered as demand warrants. Web-based instruction.,,150,TSM 393B
7615,,Topics in Technology: Manufacturing,Offered as demand warrants. Web-based instruction.,,150,TSM 393C
7616,,Topics in Technology: Occupational Safety,Offered as demand warrants. Web-based instruction.,,150,TSM 393D
7617,,Topics in Technology: Chemical Application Systems,Offered as demand warrants. Web-based instruction.,,150,TSM 393E
7618,,Topics in Technology: Agricultural Safety and Health,Offered as demand warrants. Web-based instruction.,,150,TSM 393F
7619,,Topics in Technology: Electronic Integration for Agriculture and Production Systems,Offered as demand warrants. Web-based instruction.,,150,TSM 393G
7620,,Topics in Technology: Irrigation Systems Management,Offered as demand warrants. Web-based instruction.,,150,TSM 393I
7621,,Topics in Technology: Machinery Management Using Precision Agriculture Technology,Offered as demand warrants. Web-based instruction.,,150,TSM 393J
7622,,Internship in Technology,A supervised work experience in an approved learning setting with application to technology practices and principles. Reporting during work experience and self and employer evaluation required.  Minimum GPA requirement.,,150,TSM 397
7623,,Work Experience in Technology,Written reports and reflection on work experience.   A maximum of 4 credits of TSM 399 maybe be used toward the total credits required for graduation.,,150,TSM 399
7624,,Technology Capstone I,"Identification and definition of a current technological problem in agricultural or industrial systems. Formation of project teams, application of technology curriculum content, and use of team communication and management as applied to problem solving in technology.",,150,TSM 415
7625,,Technology Capstone II,"Continued team and project development, communications, and responsibilities. Development of alternate solutions using tools and knowledge from technology curriculum, creativity, critical analysis, and planning techniques. Selection of promising solutions to technology problem identified in TSM 415 for development and analysis. Presentation of project through oral presentations, written reports, and/or working prototypes.",,150,TSM 416
7626,,Cellular Lean Manufacturing Systems,"Introduction to lean tools and techniques that reduce costs and improve business performance: JIT, VSM, SMED, Kaizen, Standard Work, Cycle Time Reduction, Takt Time, A3, etc.  Emphasis on lean thinking and competency development through application: simulations, case studies, industry guests and mentors, teamwork and industry-related lean projects.",,150,TSM 440
7627,,Statics and Strength of Materials for Technology,Application of standard analytic and computer based techniques of solving problems related to force and moments. The properties of materials and how to select appropriate materials for a particular design is reviewed.,,150,TSM 443
7628,,Facility Planning,"Fundamental principles and practices in designing, evaluating, and organizing new or existing facilities. Emphasis on CAD-based facility design, production flow analysis, activity relationship analysis, materials handling, office layout, supporting services design, and facility cost analysis.",,150,TSM 444
7629,,Automation Systems,"Theory and applications of automation systems. Emphasizes features, capabilities, design and programming skills of Programmable Logic Controller (PLC) based industrial control systems. Introduction to industrial robots and sensors.",,150,TSM 465
7630,,"Industrial Hygiene:  Physical, Chemical, and Biological Hazards","A qualitative and quantitative introduction to health effects of chemical, biological, and physical hazards in a workplace.",,150,TSM 470
7631,,Safety Laboratory,"Introduction to equipment, methods, and strategies to measure, evaluate, control, and research hazards and risk in the workplaces.",,150,TSM 471
7632,,Risk Analysis and Management,"Risk analysis and management focuses on developing a risk oriented pattern of thinking that is appropriate for today's complex world. The tools that will be gained in this course will be helpful in recognizing, understanding, and analyzing hazards and risks in modern complex systems.",,150,TSM 477
7633,,Independent Study,A maximum of 4 credits of TSM 490 may be used toward the total credits required for graduation.,,150,TSM 490
7634,,Independent Study: Honors,A maximum of 4 credits of TSM 490 may be used toward the total credits required for graduation.,,150,TSM 490H
7635,,Independent Study: Manufacturing,A maximum of 4 credits of TSM 490 may be used toward the total credits required for graduation.,,150,TSM 490I
7636,,Independent Study: Agriculture and Biosystems Management,A maximum of 4 credits of TSM 490 may be used toward the total credits required for graduation.,,150,TSM 490J
7637,,Independent Study: Machine Systems,A maximum of 4 credits of TSM 490 may be used toward the total credits required for graduation.,,150,TSM 490M
7638,,Independent Study: Occupational Safety,A maximum of 4 credits of TSM 490 may be used toward the total credits required for graduation.,,150,TSM 490O
7639,,Workshop in Technology,Offered as demand warrants.,,150,TSM 493
7640,,Workshop in Technology: Agriculture and Biosystems Management,Offered as demand warrants.,,150,TSM 493A
7641,,Workshop in Technology: Machine Systems,Offered as demand warrants.,,150,TSM 493B
7642,,Workshop in Technology: Manufacturing,Offered as demand warrants.,,150,TSM 493C
7643,,Workshop in Technology: Occupational Safety,Offered as demand warrants.,,150,TSM 493D
7644,,Agricultural and Biosystems Engineering Department Study Abroad Preparation or Follow-up,"Preparation for, or follow-up of, study abroad experience (496). For preparation, course focuses on understanding the tour destination through readings, discussions, and research on topics such as the regional industries, climate, crops, culture, economics, food, geography, government, history, natural resources, and public policies. For follow-up, course focuses on presentations by students, report writing, and reflection. Students enrolled in this course intend to register for 496 the following term or have had taken 496 the previous term.",,150,TSM 495
7645,,Agricultural and Biosystems Engineering Department Study Abroad,"Tour and study at international sites relevant to disciplines of industrial technology, biological systems engineering, agricultural systems technology, and agricultural engineering. Location and duration of tours will vary. Trip expenses paid by students. Pre-trip preparation and/or post-trip reflection and reports arranged through 495.",,150,TSM 496
7646,,Advanced Design and Manufacturing,Application of six sigma philosophy to advance product design and process control. Application of value steam mapping to the existing manufacturing system to develop future continuous improvement plans. Application of Taguchi Parameter design methodologies for optimizing the performance of manufacturing processes. Application of Taguchi Tolerance Design methodologies for product design.,,150,TSM 540
7647,,Safety and Public Health Issues in Modern Society,"Exploration and analysis of current safety and public health issues impacting society. The focus will be on topics that impact individuals in work, public, and home environments.",,150,TSM 575
7648,,Risk Analysis and Management,"Risk analysis and management focuses on developing a risk oriented pattern of thinking that is appropriate for today's complex world. The tools that will be gained in this course will be helpful in recognizing, understanding, and analyzing hazards and risks in modern complex systems.",,150,TSM 577
7649,,Special Topics in Technology,,,150,TSM 590
7650,,Special Topics in Technology: Agriculture and Biosystems Management,,,150,TSM 590A
7651,,Special Topics in Technology: Machine Systems,,,150,TSM 590B
7652,,Special Topics in Technology: Manufacturing,,,150,TSM 590C
7653,,Special Topics in Technology: Occupational Safety,,,150,TSM 590D
7654,,Workshop in Technology,,,150,TSM 593
7655,,Technical Communications for a Master's Degree,"A technical paper draft based on the M.S. thesis or creative component is required of all master's students. This paper must be in a form that satisfies the requirements of some specific journal and be ready for submission. A technical presentation based on M.S. thesis or creative component is required of all master's students. This presentation must be in a form that satisfies the normal presentation requirements of a professional society. The presentation itself (oral or poster) may be made at a professional society meeting or at any international, regional, state, or university conference/event as long as the presentation content and form conforms to normal expectations.   Offered on a satisfactory-fail basis only.",,150,TSM 598
7656,,Creative Component,A discipline-related problem to be identified and completed under the direction of the program adviser. Three credits required for all nonthesis master's degree students.,,150,TSM 599
7657,,Graduate Seminar,"Keys to starting a good MS thesis or PhD dissertation project. Learning how to formulate research problems. Discussion of broader impact, review of literature, identifying knowledge gaps and needs, long-term goals, research hypotheses, objectives, rationale and significance, and approaches for accomplishing research objectives. Preparation and communication of research proposal and project in different formats. Using peer review and responding to feedback.",,150,TSM 601
7658,,Program and Learner Evaluation,"Techniques for evaluating learners, facilities, programs, and staff utilizing theories for developing measurement instruments. Outcomes assessment is emphasized.",,150,TSM 652
7659,,Academic Leadership in Technology and Engineering,"A definition of the faculty role in technology and engineering disciplines, including strategies for dealing with programs, personnel, and constituencies are presented. Leadership skills involving team formation, team operation, and conflict resolution are addressed.",,150,TSM 655
7660,,Curriculum Development in Technology and Engineering,"Basic concepts, trends, practices, and factors influencing curriculum development, techniques, organization and procedures. Emphasis will be given to program and course development.",,150,TSM 657
7661,,Teaching Practicum,Graduate student experience in the agricultural and biosystems engineering departmental teaching program.,,150,TSM 694
7662,,Internship in Technology,One semester and one summer maximum per academic year professional work period.   Offered on a satisfactory-fail basis only.,,150,TSM 697
7663,,Technical Communications for a Doctoral Degree,"A technical paper draft based on the dissertation is required of all Ph.D. students. This paper must be in a form that satisfies the requirements of some specific journal and be ready for submission. A technical presentation based on the dissertation is required of all Ph.D. students. This presentation must be in a form that satisfies the normal presentation requirements of a professional society. The presentation itself (oral or poster) may be made at a professional society meeting or at any international, regional, state, or university conference/event as long as the presentation content and form conforms to normal expectations.   Offered on a satisfactory-fail basis only.",,150,TSM 698
7664,,Research,,,150,TSM 699
7665,,Introduction to the Performing Arts,"An audience oriented, broad-based, team-taught survey of the performing arts which emphasizes theatre and includes segments on television, radio, film, dance, and music.",,151,THTRE 106
7666,,Theatre and Society,An introduction to Theatre focusing on its relationship with society throughout history.,,151,THTRE 110
7667,,The Actor's Voice,"Study and practice of fundamentals of vocal production: breathing, quality, articulation, projection, and expressiveness for the performing artist.",,151,THTRE 151
7668,,Concert and Theatre Dance,"Choreography, rehearsal, and performance in campus dance concerts and/or musical theatre productions.   Offered on a satisfactory-fail basis only.",,151,THTRE 224
7669,,Theatre Practicum,Practice in various aspects of technical theatre production.   Offered on a satisfactory-fail basis only.,,151,THTRE 250
7670,,Acting I,Theory and practice in fundamentals of acting.,,151,THTRE 251
7671,,Introduction to Theatrical Production,"Standard structure and procedures, historical overview of performing arts production including the design and creation of scenery, costumes and lighting.",,151,THTRE 255
7672,,Script Analysis,"Theory, analysis, and interpretation of play scripts for production.",,151,THTRE 263
7673,,Special Projects,,,151,THTRE 290
7674,,Creative Writing: Playwriting,"Progresses from production of scenes to fully developed one-act plays. Emphasis on action, staging, writing, analytical reading, workshop criticism, and individual conferences.",,151,THTRE 316
7675,,Acting II,Theory and practice of techniques of acting with emphasis on character and scene analysis.,,151,THTRE 351
7676,,Musical Theatre I,"Theory, history and practice of musical theatre techniques. Designed to develop the musical theatre performance skills of singers, dancers, and actors.",,151,THTRE 354
7677,,Musical Theatre II,"Theory, history and practice of musical theatre techniques. Designed to develop the musical theatre performance skills of singers, dancers, and actors.",,151,THTRE 355
7678,,Stage Make-up,"Theory and practice of make-up and hair-styling techniques for the performing arts: Theatre, Opera, Dance, Television and Film. Lab required.",,151,THTRE 357
7679,,Oral Interpretation,"Principles of oral interpretation: practice in analysis, in reading aloud of literary selections, and in reader's theatre.",,151,THTRE 358
7680,,Stagecraft,"Tools, materials, and techniques of planning, constructing and painting of performing arts scenography. Basic principles of lighting technology. Technical drawing for performing arts production.",,151,THTRE 360
7681,,Theatrical Design I,"An exploration of the elements, principles and art of theatrical design.",,151,THTRE 365
7682,,Theatrical Design II,Intensive application of the principles introduced in 365. In-depth study and practice of the graphic skills of rendering and drafting.,,151,THTRE 366
7683,,Studies in Theatre Design and Production Workshop,Studies in Theatre Design and Production.,,151,THTRE 393
7684,,Studies in Theatre Design and Production Workshop: Costume Design,Special topics related to costume design.,,151,THTRE 393A
7685,,Studies in Theatre Design and Production Workshop: Scenic Design,Special topics related to scenic design.,,151,THTRE 393B
7686,,Studies in Theatre Design and Production Workshop: Lighting Design,Special topics in lighting design.,,151,THTRE 393C
7687,,Studies in Theatre Design and Production Workshop: Sound Design,Special topics in sound design.,,151,THTRE 393D
7688,,Studies in Theatre Design and Production Workshop: Stagecraft,Special topics in stagecraft.,,151,THTRE 393E
7689,,Studies in Theatre Design and Production Workshop: Costume Draping and Patterning,Special topics in costume draping and patterning.,,151,THTRE 393F
7690,,Studies in Theatre Design and Production Workshop: Advanced Makeup,Special topics related to advanced makeup.,,151,THTRE 393G
7691,,Studies in Theatre Design and Production Workshop: Stage Management,Special topics related to stage management.,,151,THTRE 393I
7692,,Studies in Theatre Design and Production Workshop: Technical Direction,Special topics related to technical direction.,,151,THTRE 393J
7693,,Studies in Theatre Design and Production Workshop: Arts Management,Special topics related to Arts Management.,,151,THTRE 393K
7694,,Acting III,Analysis and practice of period scenes.,,151,THTRE 451
7695,,Directing I,"Theory, techniques, and practice of directing.",,151,THTRE 455
7696,,Directing II,Practical and theoretical experience in directing the stage play.,,151,THTRE 456
7697,,Theatrical Design Studio,"Focuses on the art and craft of specific areas of theatrical design. Each semester the student will focus on one or two of the following: scenic, costume, or lighting design.",,151,THTRE 461
7698,,History of Theatre I,Theatre history from ancient times to 1800.,,151,THTRE 465
7699,,History of Theatre II,Theatre history from 1800 to present.,,151,THTRE 466
7700,,Advanced Theatre Practicum,"Practicum in production with ISU Theatre, with opportunities for specialization within various areas. Required: Approval of written proposal.",,151,THTRE 469
7701,,Independent Study,Only one independent study enrollment within the department is permitted per semester.   No more than 9 credits in Thtre 490 may be counted toward graduation.,,151,THTRE 490
7702,,Theatre Internship,Supervised application of theatre in professional settings.,,151,THTRE 499
